0.000116232	0.286731	-5.24738e-12	0.612709	0.300037	0.2	0.5
0.0100685	0.2871	0.000971289	0.612182	0.303163	0.19995	0.5
0.0200811	0.287832	0.00296712	0.611189	0.306304	0.199801	0.5
0.0308992	0.289137	0.00662995	0.609584	0.309692	0.199529	0.5
0.0400442	0.289757	0.00838479	0.608891	0.312547	0.19921	0.5
0.0533311	0.290088	0.00931337	0.60854	0.316676	0.1986	0.5
0.0600612	0.29368	0.0187938	0.605443	0.318757	0.198225	0.5
0.0700712	0.298317	0.0294104	0.602593	0.321836	0.197587	0.5
0.0800465	0.301316	0.0354508	0.601063	0.324883	0.196855	0.5
0.090105	0.304605	0.0414649	0.599503	0.327931	0.19602	0.5
0.100078	0.30817	0.0473858	0.59786	0.330925	0.195098	0.5
0.110248	0.309666	0.0497171	0.597169	0.333947	0.194062	0.5
0.121599	0.312771	0.0543033	0.595716	0.337279	0.192792	0.5
0.130021	0.320233	0.0641926	0.592023	0.339721	0.191773	0.5
0.140067	0.324553	0.069413	0.589714	0.342597	0.190474	0.5
0.150082	0.328928	0.0744214	0.587232	0.345422	0.189089	0.5
0.160344	0.330684	0.0763635	0.586192	0.34827	0.187579	0.5
0.170027	0.332881	0.0787368	0.584858	0.350911	0.18607	0.5
0.180401	0.341609	0.0875917	0.579165	0.353689	0.184365	0.5
0.190098	0.345868	0.0916493	0.576149	0.356234	0.182691	0.5
0.200095	0.350426	0.0958175	0.572743	0.358803	0.180884	0.5
0.210012	0.354437	0.0993261	0.569594	0.361294	0.179013	0.5
0.224191	0.356002	0.100652	0.568326	0.364751	0.176205	0.5
0.230172	0.361669	0.105201	0.563559	0.366172	0.174975	0.5
0.240102	0.363837	0.10684	0.561659	0.368478	0.172875	0.5
0.253803	0.368339	0.110028	0.557583	0.37155	0.169861	0.5
0.260125	0.37225	0.112535	0.553897	0.372924	0.168426	0.5
0.270142	0.372878	0.112913	0.553292	0.375041	0.166098	0.5
0.280037	0.377959	0.115648	0.548278	0.377059	0.163734	0.5
0.290016	0.380998	0.116988	0.545172	0.379019	0.161287	0.5
0.300276	0.382574	0.117583	0.543529	0.380953	0.158708	0.5
0.310207	0.386038	0.118594	0.539843	0.382745	0.156154	0.5
0.320136	0.38811	0.11898	0.537588	0.384456	0.153547	0.5
0.330038	0.390484	0.119186	0.534956	0.38608	0.150894	0.5
0.34014	0.392104	0.119158	0.53313	0.387652	0.148137	0.5
0.350281	0.394189	0.118882	0.530737	0.389141	0.14532	0.5
0.360039	0.395946	0.118403	0.528681	0.390488	0.142567	0.5
0.373493	0.397259	0.117871	0.527116	0.392206	0.138705	0.5
0.380122	0.398932	0.11692	0.525078	0.392992	0.136777	0.5
0.390044	0.400588	0.11561	0.523002	0.394093	0.133861	0.5
0.403618	0.401717	0.114465	0.521541	0.395451	0.129819	0.5
0.410108	0.402968	0.112879	0.519863	0.396039	0.127867	0.5
0.420712	0.403983	0.111273	0.518437	0.396914	0.124652	0.5
0.430354	0.404799	0.109702	0.517231	0.397616	0.121706	0.5
0.440114	0.405599	0.107831	0.515972	0.398235	0.118703	0.5
0.450135	0.40635	0.105629	0.514681	0.398775	0.115601	0.5
0.460043	0.406915	0.103505	0.51359	0.399213	0.11252	0.5
0.470395	0.40733	0.101503	0.51267	0.399568	0.109287	0.5
0.480157	0.407684	0.0991839	0.511713	0.399806	0.10623	0.5
0.490025	0.407929	0.0967735	0.510821	0.399951	0.103133	0.5
0.500641	0.408023	0.095288	0.510316	0.4	0.0997986	0.5
0.510409	0.40808	0.0914489	0.509144	0.399947	0.0967306	0.5
0.520202	0.40798	0.0888031	0.508431	0.399799	0.0936575	0.5
0.530171	0.407911	0.0877312	0.50816	0.399551	0.0905356	0.5
0.54003	0.40746	0.0833611	0.507151	0.39921	0.0874573	0.5
0.550512	0.40709	0.0808598	0.506635	0.398744	0.0841979	0.5
0.560087	0.406519	0.0777662	0.506049	0.398224	0.081235	0.5
0.572643	0.406025	0.0754963	0.505651	0.397407	0.0773762	0.5
0.580044	0.405314	0.0726413	0.505187	0.396855	0.0751177	0.5
0.590106	0.404669	0.0703455	0.504841	0.39602	0.0720689	0.5
0.600321	0.403379	0.0663128	0.504283	0.395074	0.0690023	0.5
0.610063	0.402872	0.0648735	0.504098	0.394081	0.0661075	0.5
0.620029	0.40155	0.0614194	0.503681	0.392974	0.0631791	0.5
0.630026	0.39996	0.057694	0.503272	0.391772	0.0602778	0.5
0.640325	0.398767	0.0551329	0.503012	0.390439	0.0573297	0.5
0.651154	0.397355	0.0523083	0.502743	0.388935	0.0542783	0.5
