0.000182203	0.286731	-5.24738e-12	0.612709	0.6	0.3	0.5	2.19508e-12	0	-1.26733e-12
0.0122218	0.28966	0.0028263	0.611529	0.6	0.3	0.5	-6.24552e-06	-1.35716e-11	3.60589e-06
0.0238693	0.293548	0.00658108	0.610053	0.6	0.3	0.5	-2.61804e-05	-2.54097e-10	1.51151e-05
0.0302104	0.300911	0.0137308	0.607263	0.6	0.3	0.5	-9.99716e-05	-3.83095e-09	5.77121e-05
0.0402977	0.308268	0.0209276	0.604451	0.6	0.3	0.5	-0.000217319	-1.80324e-08	0.000125434
0.0533366	0.319416	0.0319208	0.600136	0.6	0.3	0.5	-0.000471527	-8.45472e-08	0.000272064
0.0600886	0.326443	0.038903	0.59738	0.6	0.3	0.5	-0.000677842	-1.73771e-07	0.000390993
0.070634	0.339105	0.0515814	0.592345	0.6	0.3	0.5	-0.00113862	-4.88044e-07	0.000656377
0.0800411	0.347809	0.0603571	0.588842	0.6	0.3	0.5	-0.00151649	-8.61761e-07	0.000873784
0.090065	0.361049	0.0737828	0.583456	0.6	0.3	0.5	-0.00218283	-1.76859e-06	0.00125669
0.100491	0.372103	0.0850491	0.578918	0.6	0.3	0.5	-0.00282038	-2.92379e-06	0.00162252
0.110086	0.383071	0.0962611	0.57439	0.6	0.3	0.5	-0.00352069	-4.50417e-06	0.0020238
0.120314	0.392795	0.106222	0.570358	0.6	0.3	0.5	-0.0042008	-6.34673e-06	0.00241299
0.130984	0.404427	0.118145	0.565524	0.6	0.3	0.5	-0.00508791	-9.18303e-06	0.00291994
0.140344	0.414711	0.12868	0.561248	0.6	0.3	0.5	-0.00593662	-1.23351e-05	0.00340426
0.150011	0.419739	0.133824	0.55916	0.6	0.3	0.5	-0.00637341	-1.41152e-05	0.00365329
0.160142	0.427614	0.141863	0.555897	0.6	0.3	0.5	-0.00708603	-1.72391e-05	0.00405924
0.170229	0.443607	0.158111	0.549312	0.6	0.3	0.5	-0.0086423	-2.49356e-05	0.00494451
0.180048	0.452522	0.167105	0.545674	0.6	0.3	0.5	-0.00957361	-3.00551e-05	0.00547353
0.191246	0.460228	0.174832	0.542555	0.6	0.3	0.5	-0.0104178	-3.49714e-05	0.00595267
0.200028	0.469237	0.183797	0.538949	0.6	0.3	0.5	-0.0114504	-4.1296e-05	0.00653818
0.210488	0.477035	0.191492	0.535866	0.6	0.3	0.5	-0.0123887	-4.72806e-05	0.00706977
0.221387	0.482274	0.196624	0.533818	0.6	0.3	0.5	-0.0130439	-5.1555e-05	0.00744071
0.230121	0.490148	0.204274	0.53078	0.6	0.3	0.5	-0.0140701	-5.83935e-05	0.0080214
0.240026	0.496271	0.210166	0.528455	0.6	0.3	0.5	-0.0149068	-6.40233e-05	0.00849456
0.250186	0.504619	0.21811	0.525345	0.6	0.3	0.5	-0.0161103	-7.21559e-05	0.00917476
0.260191	0.507073	0.220426	0.524445	0.6	0.3	0.5	-0.0164807	-7.46539e-05	0.00938404
0.272663	0.514123	0.227022	0.5219	0.6	0.3	0.5	-0.0175942	-8.21012e-05	0.0100129
0.280069	0.521247	0.233602	0.519393	0.6	0.3	0.5	-0.0188081	-9.0077e-05	0.0106983
0.290256	0.526873	0.238737	0.517463	0.6	0.3	0.5	-0.0198492	-9.67808e-05	0.0112859
0.300015	0.531216	0.242662	0.516007	0.6	0.3	0.5	-0.0207152	-0.000102259	0.0117746
0.310067	0.536218	0.247143	0.514367	0.6	0.3	0.5	-0.0217943	-0.000108938	0.0123836
0.320059	0.540486	0.250929	0.513002	0.6	0.3	0.5	-0.0227995	-0.000115034	0.0129508
0.330008	0.544109	0.254117	0.51187	0.6	0.3	0.5	-0.0237269	-0.00012054	0.0134742
0.340113	0.548271	0.25775	0.510602	0.6	0.3	0.5	-0.0248954	-0.000127365	0.0141337
0.351159	0.550069	0.259309	0.510065	0.6	0.3	0.5	-0.0254403	-0.000130494	0.0144412
0.360453	0.55513	0.263666	0.508595	0.6	0.3	0.5	-0.0271288	-0.000140106	0.0153943
0.370901	0.558241	0.266319	0.507724	0.6	0.3	0.5	-0.0283058	-0.000146697	0.0160589
0.380129	0.561154	0.268786	0.50693	0.6	0.3	0.5	-0.0295259	-0.000153462	0.016748
0.390081	0.56388	0.27108	0.506209	0.6	0.3	0.5	-0.0307931	-0.000160403	0.0174637
0.400086	0.566183	0.273007	0.505618	0.6	0.3	0.5	-0.0319764	-0.00016685	0.0181322
0.410643	0.568583	0.275003	0.505019	0.6	0.3	0.5	-0.0333414	-0.000174236	0.0189035
0.421624	0.570167	0.276316	0.504635	0.6	0.3	0.5	-0.0343296	-0.000179584	0.019462
0.430884	0.573116	0.278745	0.503945	0.6	0.3	0.5	-0.0363923	-0.000190692	0.0206279
0.440139	0.575053	0.280331	0.503509	0.6	0.3	0.5	-0.0379385	-0.000198987	0.0215021
0.450524	0.576859	0.281803	0.503117	0.6	0.3	0.5	-0.0395483	-0.000207607	0.0224124
0.460107	0.577716	0.282499	0.502936	0.6	0.3	0.5	-0.0403794	-0.00021203	0.0228824
0.470617	0.58011	0.284436	0.50245	0.6	0.3	0.5	-0.0429747	-0.000225912	0.0243503
0.480007	0.58157	0.28561	0.502169	0.6	0.3	0.5	-0.0447962	-0.000235625	0.0253807
0.490251	0.582928	0.286699	0.501916	0.6	0.3	0.5	-0.0466942	-0.000245751	0.0264546
0.500231	0.584191	0.287708	0.501691	0.6	0.3	0.5	-0.0486711	-0.000256301	0.0275732
0.510014	0.585366	0.288643	0.501491	0.6	0.3	0.5	-0.0507312	-0.000267316	0.0287391
0.520088	0.585922	0.289085	0.5014	0.6	0.3	0.5	-0.0517945	-0.000273007	0.0293408
0.530035	0.587473	0.290311	0.501156	0.6	0.3	0.5	-0.0551149	-0.000290706	0.0312202
0.540405	0.588416	0.291054	0.501016	0.6	0.3	0.5	-0.0574457	-0.000303132	0.0325396
0.550025	0.589122	0.291608	0.500916	0.6	0.3	0.5	-0.0593803	-0.000313456	0.0336348
0.560689	0.589947	0.292254	0.500804	0.6	0.3	0.5	-0.061889	-0.000326846	0.035055
0.570464	0.590859	0.292966	0.500689	0.6	0.3	0.5	-0.0650389	-0.000343647	0.0368383
0.580078	0.591559	0.29351	0.500605	0.6	0.3	0.5	-0.0677842	-0.000358292	0.0383927
0.590013	0.592019	0.293867	0.500553	0.6	0.3	0.5	-0.0697749	-0.000368928	0.0395198
0.600162	0.592753	0.294434	0.500474	0.6	0.3	0.5	-0.0733224	-0.000387852	0.0415285
0.61049	0.593369	0.294909	0.500413	0.6	0.3	0.5	-0.0767317	-0.000406061	0.0434589
0.624024	0.593786	0.295229	0.500375	0.6	0.3	0.5	-0.0793095	-0.000419792	0.0449185
0.630404	0.594082	0.295456	0.500349	0.6	0.3	0.5	-0.0812985	-0.000430365	0.0460447
0.640069	0.594724	0.295945	0.500297	0.6	0.3	0.5	-0.0861323	-0.000456163	0.0487817
0.650011	0.595221	0.296323	0.50026	0.6	0.3	0.5	-0.090503	-0.000479445	0.0512564
0.660006	0.595602	0.296611	0.500235	0.6	0.3	0.5	-0.0943122	-0.000499762	0.0534132
0.671947	0.595887	0.296824	0.500218	0.6	0.3	0.5	-0.0974732	-0.000516544	0.0552028
0.680537	0.596282	0.29712	0.500198	0.6	0.3	0.5	-0.102413	-0.000542898	0.0579993
0.690036	0.596405	0.297212	0.500192	0.6	0.3	0.5	-0.104113	-0.000551882	0.0589617
0.700785	0.596864	0.297551	0.500174	0.6	0.3	0.5	-0.111196	-0.000589547	0.0629717
0.71053	0.597123	0.297741	0.500167	0.6	0.3	0.5	-0.115863	-0.000614383	0.0656129
0.720224	0.597363	0.297915	0.500162	0.6	0.3	0.5	-0.120721	-0.000640065	0.0683627
0.730955	0.597585	0.298075	0.500159	0.6	0.3	0.5	-0.125779	-0.000666887	0.0712251
