0.000135553	0.286731	-5.24738e-12	0.612709	0.6	0.3	0.4	0	-0	0	0	0.1
0.0176369	0.293016	0.00608209	0.608303	0.6	0.3	0.4	0.793114	0.773223	-0.549533	1.23648	0.1
0.0204374	0.299434	0.012375	0.603854	0.6	0.3	0.4	1.03206	1.01835	-0.716384	1.61722	0.1
0.0397496	0.316277	0.0292557	0.592085	0.6	0.3	0.4	1.31414	1.34052	-0.932121	2.0959	0.1
0.0427708	0.324534	0.0377093	0.586248	0.6	0.3	0.4	1.40695	1.44896	-0.99825	2.25289	0.1
0.0503799	0.33022	0.043587	0.582203	0.6	0.3	0.4	1.4343	1.48813	-1.02311	2.30619	0.1
0.0604699	0.353529	0.068094	0.565389	0.6	0.3	0.4	1.45604	1.54938	-1.06366	2.37739	0.1
0.0703128	0.366499	0.0819729	0.555838	0.6	0.3	0.4	1.42276	1.5304	-1.05615	2.34133	0.1
0.0803117	0.377713	0.0940816	0.547453	0.6	0.3	0.4	1.37952	1.49479	-1.03906	2.2841	0.1
0.0901699	0.395123	0.113023	0.534194	0.6	0.3	0.4	1.29738	1.4158	-0.998189	2.16427	0.1
0.10017	0.40655	0.125505	0.525353	0.6	0.3	0.4	1.24276	1.35814	-0.966404	2.07917	0.1
0.110029	0.416306	0.136162	0.517746	0.6	0.3	0.4	1.1972	1.30663	-0.935316	2.00384	0.1
0.120073	0.431464	0.152653	0.505914	0.6	0.3	0.4	1.13755	1.23214	-0.884882	1.8961	0.1
0.130431	0.441546	0.16353	0.498106	0.6	0.3	0.4	1.10375	1.18578	-0.850326	1.82958	0.1
0.146798	0.452402	0.175131	0.489801	0.6	0.3	0.4	1.06526	1.1406	-0.818655	1.76237	0.1
0.150834	0.461868	0.185123	0.482671	0.6	0.3	0.4	1.03665	1.08676	-0.773882	1.68955	0.1
0.161142	0.469027	0.19259	0.477359	0.6	0.3	0.4	1.00836	1.04606	-0.743797	1.63226	0.1
0.17051	0.482697	0.206606	0.467391	0.6	0.3	0.4	0.942188	0.954231	-0.679441	1.5033	0.1
0.180096	0.490061	0.214011	0.462111	0.6	0.3	0.4	0.898498	0.896237	-0.640617	1.42159	0.1
0.195641	0.499599	0.223415	0.45536	0.6	0.3	0.4	0.835239	0.813217	-0.586631	1.30502	0.1
0.200269	0.506879	0.230423	0.450279	0.6	0.3	0.4	0.783013	0.744206	-0.542676	1.2089	0.1
0.211678	0.509966	0.23334	0.448147	0.6	0.3	0.4	0.760182	0.714084	-0.523626	1.16704	0.1
0.220252	0.522757	0.245019	0.439467	0.6	0.3	0.4	0.663534	0.586392	-0.442496	0.989917	0.1
0.233752	0.528535	0.250041	0.43565	0.6	0.3	0.4	0.621137	0.530304	-0.406323	0.912213	0.1
0.240058	0.535677	0.255998	0.431044	0.6	0.3	0.4	0.57027	0.464361	-0.36219	0.819769	0.1
0.250426	0.540651	0.259982	0.427921	0.6	0.3	0.4	0.535759	0.421795	-0.33215	0.758468	0.1
0.260057	0.542242	0.261228	0.426939	0.6	0.3	0.4	0.524888	0.408745	-0.322626	0.73937	0.1
0.270334	0.55114	0.267945	0.421619	0.6	0.3	0.4	0.464961	0.340432	-0.269562	0.636197	0.1
0.280788	0.555199	0.270879	0.419302	0.6	0.3	0.4	0.437263	0.312019	-0.245755	0.590721	0.1
0.292509	0.556067	0.271498	0.418815	0.6	0.3	0.4	0.4312	0.306141	-0.240707	0.58103	0.1
0.300043	0.559422	0.273856	0.416969	0.6	0.3	0.4	0.407577	0.283719	-0.221109	0.543603	0.1
0.31008	0.567354	0.279256	0.412824	0.6	0.3	0.4	0.348403	0.232138	-0.174879	0.453713	0.1
0.320021	0.570702	0.281467	0.411173	0.6	0.3	0.4	0.321455	0.210488	-0.155571	0.414537	0.1
0.330105	0.57319	0.283086	0.409986	0.6	0.3	0.4	0.303028	0.196563	-0.144399	0.388991	0.1
0.340011	0.575231	0.284397	0.40904	0.6	0.3	0.4	0.28507	0.182717	-0.132173	0.363483	0.1
