0.000372467	0.286731	-5.24738e-12	0.612709	0.300117	0.2	0.5
0.016361	0.286733	3.99999e-05	0.612687	0.305138	0.199868	0.5
0.0204231	0.286737	8.98211e-05	0.612659	0.306412	0.199794	0.5
0.0311876	0.287038	0.00722428	0.609555	0.309782	0.19952	0.5
0.0411348	0.287061	0.0091031	0.608946	0.312887	0.199166	0.5
0.050248	0.287188	0.0165906	0.606953	0.31572	0.198757	0.5
0.0601972	0.287279	0.0195205	0.606313	0.318799	0.198217	0.5
0.0700569	0.287642	0.026243	0.605014	0.321832	0.197588	0.5
0.0802292	0.288165	0.0319094	0.604015	0.324939	0.19684	0.5
0.0909432	0.289456	0.0408162	0.602449	0.328184	0.195946	0.5
0.101389	0.291209	0.0490553	0.600833	0.331316	0.19497	0.5
0.110483	0.291686	0.0509409	0.600428	0.334017	0.194037	0.5
0.120767	0.295098	0.06206	0.597645	0.337036	0.192889	0.5
0.130618	0.297334	0.0680742	0.595812	0.339893	0.191698	0.5
0.140149	0.300016	0.0745344	0.593548	0.34262	0.190463	0.5
0.150462	0.30235	0.0796895	0.591502	0.345528	0.189035	0.5
0.16068	0.303151	0.0813802	0.590782	0.348363	0.187528	0.5
0.171899	0.307869	0.0906791	0.586354	0.351417	0.185769	0.5
0.180146	0.311004	0.0964298	0.583216	0.353621	0.184408	0.5
0.19002	0.313578	0.100964	0.580523	0.356214	0.182705	0.5
0.200041	0.314721	0.102926	0.579296	0.358789	0.180894	0.5
0.210047	0.318138	0.108598	0.575522	0.361302	0.179007	0.5
0.220015	0.322057	0.114804	0.57099	0.363746	0.177048	0.5
0.230204	0.324244	0.118148	0.568367	0.366179	0.174969	0.5
0.240174	0.324513	0.118555	0.568039	0.368495	0.172859	0.5
0.250072	0.328772	0.124703	0.562788	0.370727	0.170695	0.5
0.260735	0.332612	0.129859	0.557932	0.373055	0.168286	0.5
0.270108	0.335318	0.133275	0.554452	0.375034	0.166106	0.5
0.280143	0.337466	0.135837	0.551671	0.37708	0.163708	0.5
0.290111	0.339788	0.138436	0.548666	0.379037	0.161263	0.5
0.300358	0.341824	0.140554	0.546045	0.380968	0.158687	0.5
0.310279	0.342934	0.14164	0.544626	0.382757	0.156136	0.5
0.324727	0.346195	0.144501	0.540534	0.385219	0.152323	0.5
0.33001	0.348732	0.146366	0.53745	0.386076	0.150901	0.5
0.341017	0.349977	0.147166	0.535972	0.387784	0.147895	0.5
0.350588	0.350594	0.147533	0.535249	0.389184	0.145234	0.5
0.360312	0.351819	0.148197	0.533837	0.390524	0.142489	0.5
0.370028	0.356815	0.150001	0.528414	0.391779	0.139707	0.5
0.380517	0.358167	0.150271	0.527028	0.393037	0.136661	0.5
0.39522	0.358359	0.150302	0.526834	0.394631	0.132326	0.5
0.400068	0.362311	0.150434	0.52303	0.395112	0.130881	0.5
0.411144	0.363953	0.150234	0.521545	0.396129	0.127554	0.5
0.420546	0.36485	0.150064	0.520756	0.396901	0.124703	0.5
0.430047	0.36782	0.149163	0.518259	0.397595	0.1218	0.5
0.440229	0.36934	0.148504	0.517047	0.398242	0.118667	0.5
0.450227	0.370658	0.147822	0.51603	0.39878	0.115573	0.5
0.46384	0.372419	0.14673	0.514719	0.399355	0.111336	0.5
0.470263	0.374122	0.145464	0.513506	0.399564	0.109329	0.5
0.480108	0.37576	0.144048	0.512385	0.399805	0.106245	0.5
0.490016	0.376339	0.143498	0.511998	0.399951	0.103136	0.5
0.500777	0.378431	0.141261	0.510644	0.4	0.0997559	0.5
0.510552	0.379751	0.139632	0.509821	0.399945	0.0966855	0.5
0.520302	0.381011	0.137899	0.509056	0.399797	0.0936264	0.5
0.530032	0.381973	0.136442	0.508484	0.399555	0.0905792	0.5
0.540428	0.383447	0.133941	0.507626	0.399195	0.0873334	0.5
0.550034	0.384504	0.131926	0.507021	0.398767	0.0843461	0.5
0.560725	0.385007	0.130891	0.506735	0.398186	0.0810382	0.5
0.570016	0.386407	0.127665	0.505941	0.397591	0.0781807	0.5
0.580715	0.387169	0.125656	0.505507	0.396802	0.0749134	0.5
0.590291	0.387872	0.1236	0.505102	0.396004	0.0720131	0.5
0.600924	0.388377	0.12197	0.504806	0.395016	0.0688224	0.5
0.610249	0.388648	0.121025	0.504644	0.394062	0.0660525	0.5
0.62003	0.389803	0.116134	0.503906	0.392974	0.0631789	0.5
0.630244	0.390263	0.113626	0.50358	0.391745	0.0602149	0.5
0.643522	0.390465	0.112361	0.503425	0.390006	0.0564234	0.5
0.650213	0.390944	0.108505	0.502998	0.38907	0.0545413	0.5
0.66005	0.391162	0.105898	0.50274	0.387623	0.0518108	0.5
0.670741	0.391307	0.103005	0.502479	0.385956	0.0488957	0.5
0.680333	0.391351	0.100351	0.502262	0.384377	0.0463291	0.5
0.691893	0.391314	0.097686	0.502061	0.382372	0.0433009	0.5
0.700406	0.391253	0.0960819	0.501948	0.380827	0.0411182	0.5
0.71212	0.391054	0.0931231	0.501755	0.378606	0.0381844	0.5
0.720786	0.390682	0.0896081	0.501548	0.376894	0.0360676	0.5
0.730122	0.390301	0.0869058	0.501403	0.374986	0.0338401	0.5
0.740557	0.389889	0.084479	0.501282	0.372777	0.0314178	0.5
0.750627	0.389353	0.0817898	0.501157	0.370571	0.0291502	0.5
0.760724	0.389236	0.0812534	0.501133	0.368289	0.0269477	0.5
0.774321	0.388309	0.0774954	0.500978	0.365107	0.0240982	0.5
0.780164	0.387369	0.0742841	0.500858	0.363703	0.0229158	0.5
0.790268	0.386308	0.0710968	0.500749	0.361224	0.020933	0.5
0.800084	0.385238	0.0682081	0.500658	0.358757	0.0190829	0.5
