0.000113503	0.286731	-5.24738e-12	0.612709	0.6	0.3	0.4	0	-0	0	0	0.1
0.0107235	0.286866	0.000118538	0.612713	0.6	0.3	0.4	0.0205748	0.0188719	-0.00695435	0.0287721	0.1
0.0204652	0.287196	0.000425961	0.612559	0.6	0.3	0.4	0.0336282	0.0315992	-0.0178749	0.0494861	0.1
0.0305255	0.287265	0.000490717	0.612522	0.6	0.3	0.4	0.0353761	0.0333023	-0.0193359	0.0522914	0.1
0.0402149	0.287976	0.00116385	0.612102	0.6	0.3	0.4	0.0471671	0.044775	-0.0291831	0.0712825	0.1
0.0500488	0.288524	0.00168449	0.611757	0.6	0.3	0.4	0.0521512	0.049619	-0.0333411	0.0793311	0.1
0.0606665	0.288789	0.00193631	0.611586	0.6	0.3	0.4	0.0538431	0.0512628	-0.0347515	0.0820647	0.1
0.0701242	0.289628	0.0027364	0.611039	0.6	0.3	0.4	0.0577555	0.0550646	-0.0380126	0.0883898	0.1
0.080042	0.290037	0.003126	0.610769	0.6	0.3	0.4	0.0590411	0.0563173	-0.0390863	0.0904722	0.1
0.0913661	0.290817	0.0038707	0.61025	0.6	0.3	0.4	0.0608764	0.0581148	-0.0406257	0.0934543	0.1
0.100034	0.291431	0.00445708	0.60984	0.6	0.3	0.4	0.0618359	0.0590612	-0.0414344	0.0950195	0.1
0.110688	0.291866	0.00487247	0.609548	0.6	0.3	0.4	0.0623833	0.0596082	-0.0419019	0.0959197	0.1
0.120437	0.292116	0.00511109	0.60938	0.6	0.3	0.4	0.0626337	0.0598597	-0.0421158	0.0963322	0.1
0.130033	0.292998	0.00595466	0.608786	0.6	0.3	0.4	0.0633255	0.0605634	-0.0427129	0.0974804	0.1
0.140325	0.293888	0.00680609	0.608185	0.6	0.3	0.4	0.063763	0.061026	-0.0431033	0.0982231	0.1
0.150889	0.294271	0.00717277	0.607926	0.6	0.3	0.4	0.0639374	0.0612001	-0.0432437	0.0985061	0.1
0.162307	0.295103	0.00796953	0.607362	0.6	0.3	0.4	0.0641184	0.0614302	-0.0434416	0.0988535	0.1
0.170064	0.295809	0.00864605	0.606884	0.6	0.3	0.4	0.0642381	0.0615794	-0.0435648	0.099078	0.1
0.18036	0.29613	0.00895444	0.606666	0.6	0.3	0.4	0.0642769	0.0616316	-0.0436076	0.0991544	0.1
0.191136	0.296967	0.00975623	0.606099	0.6	0.3	0.4	0.0643546	0.061747	-0.0437014	0.0993178	0.1
0.200471	0.297804	0.0105593	0.60553	0.6	0.3	0.4	0.0644034	0.0618335	-0.0437712	0.0994338	0.1
0.210469	0.297997	0.0107452	0.605399	0.6	0.3	0.4	0.0644094	0.0618467	-0.0437819	0.0994507	0.1
0.220143	0.29819	0.0109309	0.605267	0.6	0.3	0.4	0.0644146	0.0618597	-0.0437918	0.0994666	0.1
0.230049	0.299027	0.011735	0.604698	0.6	0.3	0.4	0.0644357	0.0619139	-0.0438338	0.0995324	0.1
0.240238	0.300188	0.0128501	0.603909	0.6	0.3	0.4	0.0644442	0.0619654	-0.0438734	0.0995873	0.1
0.250077	0.300961	0.0135939	0.603382	0.6	0.3	0.4	0.0644422	0.0619901	-0.043893	0.09961	0.1
