9.6811e-05	0.286731	-5.24738e-12	0.612709	-0.1	0.15	0.2	-2.18166	-2.96706	-0.523599	1.39626	0	3.66519
0.0112896	0.283164	0.00137745	0.608931	-0.1	0.15	0.2	-2.19025	-2.96706	-0.523599	1.38162	0	3.66519
0.0212844	0.279003	0.00296926	0.604586	-0.1	0.15	0.2	-2.20062	-2.96706	-0.523599	1.36543	0	3.66519
0.0300507	0.27085	0.00605126	0.596216	-0.1	0.15	0.2	-2.22161	-2.96706	-0.523599	1.3355	0	3.66519
0.0400232	0.26278	0.00905516	0.588084	-0.1	0.15	0.2	-2.24299	-2.96706	-0.523599	1.30756	0	3.66519
0.0512299	0.244889	0.0155708	0.57046	-0.1	0.15	0.2	-2.29185	-2.96706	-0.523599	1.24977	0	3.66519
0.0603368	0.240977	0.0169706	0.566665	-0.1	0.15	0.2	-2.30275	-2.96706	-0.523599	1.23773	0	3.66519
0.0714164	0.220255	0.0242563	0.546817	-0.1	0.15	0.2	-2.36154	-2.96706	-0.523599	1.17669	0	3.66519
0.0801206	0.214485	0.0262466	0.541352	-0.1	0.15	0.2	-2.3782	-2.96706	-0.523599	1.1604	0	3.66519
0.0901242	0.1909	0.0342134	0.519196	-0.1	0.15	0.2	-2.44751	-2.96706	-0.523599	1.09644	0	3.66519
0.10045	0.176053	0.0391026	0.505328	-0.1	0.15	0.2	-2.49215	-2.96706	-0.523599	1.05807	0	3.66519
0.110131	0.161333	0.0438549	0.491589	-0.1	0.15	0.2	-2.53717	-2.96706	-0.523599	1.02134	0	3.66519
0.121949	0.14402	0.0493234	0.475387	-0.1	0.15	0.2	-2.59112	-2.96706	-0.523599	0.979748	0	3.66519
0.131413	0.138366	0.0510814	0.470076	-0.1	0.15	0.2	-2.60897	-2.96706	-0.523599	0.966535	0	3.66519
0.140066	0.121824	0.056144	0.454461	-0.1	0.15	0.2	-2.66184	-2.96706	-0.523599	0.928971	0	3.66519
0.150024	0.1047	0.06125	0.438136	-0.1	0.15	0.2	-2.71754	-2.96706	-0.523599	0.891918	0	3.66519
0.160035	0.0996118	0.0627395	0.433248	-0.1	0.15	0.2	-2.73427	-2.96706	-0.523599	0.881299	0	3.66519
0.17177	0.0824948	0.0676469	0.41666	-0.1	0.15	0.2	-2.79108	-2.96706	-0.523599	0.847078	0	3.66519
0.181472	0.0675809	0.0717826	0.402012	-0.1	0.15	0.2	-2.84112	-2.96706	-0.523599	0.819432	0	3.66519
0.190988	0.0600483	0.0738171	0.39454	-0.1	0.15	0.2	-2.86652	-2.96706	-0.523599	0.806373	0	3.66519
0.200969	0.0475712	0.0771026	0.382055	-0.1	0.15	0.2	-2.9087	-2.96706	-0.523599	0.786309	0	3.66519
0.210246	0.0406514	0.0788782	0.375074	-0.1	0.15	0.2	-2.9321	-2.96706	-0.523599	0.77614	0	3.66519
0.224467	0.0302977	0.081476	0.364551	-0.1	0.15	0.2	-2.96703	-2.96706	-0.523599	0.762411	0	3.66519
0.230279	0.0205618	0.0838614	0.354579	-0.1	0.15	0.2	-2.99972	-2.96706	-0.523599	0.751366	0	3.66519
0.242711	0.012229	0.0858696	0.345987	-0.1	0.15	0.2	-3.02751	-2.96706	-0.523599	0.743584	0	3.66519
0.25008	0.0036123	0.087932	0.337048	-0.1	0.15	0.2	-3.05601	-2.96706	-0.523599	0.737415	0	3.66519
0.260516	-0.00374001	0.0896986	0.329379	-0.1	0.15	0.2	-3.08012	-2.96706	-0.523599	0.733885	0	3.66519
0.271469	-0.00862353	0.090886	0.324263	-0.1	0.15	0.2	-3.09602	-2.96706	-0.523599	0.732535	0	3.66519
0.28008	-0.0165084	0.0928537	0.315963	-0.1	0.15	0.2	-3.12151	-2.96706	-0.523599	0.732258	0	3.66519
0.29153	-0.0196179	0.0936549	0.312674	-0.1	0.15	0.2	-3.1315	-2.96706	-0.523599	0.732865	0	3.66519
0.302525	-0.029449	0.0963397	0.302208	-0.1	0.15	0.2	-3.16289	-2.96706	-0.523599	0.73788	0	3.66519
0.310446	-0.0336958	0.0975952	0.297648	-0.1	0.15	0.2	-3.17638	-2.96706	-0.523599	0.741695	0	3.66519
0.321879	-0.0377114	0.0988526	0.293309	-0.1	0.15	0.2	-3.18913	-2.96706	-0.523599	0.746354	0	3.66519
0.330097	-0.042873	0.100588	0.287685	-0.1	0.15	0.2	-3.20551	-2.96706	-0.523599	0.754011	0	3.66519
0.340446	-0.0467999	0.102018	0.283363	-0.1	0.15	0.2	-3.21799	-2.96706	-0.523599	0.761254	0	3.66519
0.350392	-0.0520279	0.104102	0.277534	-0.1	0.15	0.2	-3.23466	-2.96706	-0.523599	0.773084	0	3.66519
0.360152	-0.0557132	0.105718	0.273359	-0.1	0.15	0.2	-3.24645	-2.96706	-0.523599	0.783146	0	3.66519
0.370034	-0.0587947	0.10718	0.269815	-0.1	0.15	0.2	-3.25634	-2.96706	-0.523599	0.792824	0	3.66519
0.380663	-0.0619715	0.108812	0.266099	-0.1	0.15	0.2	-3.26654	-2.96706	-0.523599	0.804185	0	3.66519
0.390159	-0.0649066	0.110443	0.262599	-0.1	0.15	0.2	-3.27594	-2.96706	-0.523599	0.816085	0	3.66519
0.401184	-0.0670918	0.111744	0.259941	-0.1	0.15	0.2	-3.28289	-2.96706	-0.523599	0.825939	0	3.66519
0.410033	-0.0701169	0.113684	0.256174	-0.1	0.15	0.2	-3.29239	-2.96706	-0.523599	0.841195	0	3.66519
0.420352	-0.071978	0.114965	0.253797	-0.1	0.15	0.2	-3.29812	-2.96706	-0.523599	0.851627	0	3.66519
0.43049	-0.0745542	0.11686	0.250414	-0.1	0.15	0.2	-3.30576	-2.96706	-0.523599	0.867596	0	3.66519
0.440998	-0.0765203	0.118411	0.24775	-0.1	0.15	0.2	-3.31127	-2.96706	-0.523599	0.881135	0	3.66519
0.450081	-0.078511	0.120081	0.244966	-0.1	0.15	0.2	-3.31641	-2.96706	-0.523599	0.896211	0	3.66519
0.460074	-0.080179	0.121564	0.242557	-0.1	0.15	0.2	-3.32025	-2.96706	-0.523599	0.910029	0	3.66519
0.470495	-0.0809666	0.122291	0.241392	-0.1	0.15	0.2	-3.32188	-2.96706	-0.523599	0.916963	0	3.66519
0.48027	-0.0831603	0.124414	0.238045	-0.1	0.15	0.2	-3.32559	-2.96706	-0.523599	0.937794	0	3.66519
0.491296	-0.0839728	0.125237	0.236764	-0.1	0.15	0.2	-3.3266	-2.96706	-0.523599	0.94611	0	3.66519
0.501345	-0.0847513	0.126045	0.235514	-0.1	0.15	0.2	-3.32734	-2.96706	-0.523599	0.954399	0	3.66519
0.510567	-0.0867884	0.128245	0.232131	-0.1	0.15	0.2	-3.32808	-2.96706	-0.523599	0.977639	0	3.66519
0.521307	-0.0876677	0.129234	0.230617	-0.1	0.15	0.2	-3.32779	-2.96706	-0.523599	0.98839	0	3.66519
0.530099	-0.0889004	0.13066	0.228436	-0.1	0.15	0.2	-3.32666	-2.96706	-0.523599	1.00421	0	3.66519
0.540397	-0.0894799	0.131348	0.227385	-0.1	0.15	0.2	-3.32581	-2.96706	-0.523599	1.01196	0	3.66519
0.550579	-0.0907431	0.132884	0.225034	-0.1	0.15	0.2	-3.32322	-2.96706	-0.523599	1.02954	0	3.66519
0.560039	-0.0916524	0.134024	0.223287	-0.1	0.15	0.2	-3.32067	-2.96706	-0.523599	1.04281	0	3.66519
0.570031	-0.0924187	0.135011	0.221774	-0.1	0.15	0.2	-3.31805	-2.96706	-0.523599	1.05439	0	3.66519
0.580122	-0.0929224	0.135673	0.220757	-0.1	0.15	0.2	-3.31609	-2.96706	-0.523599	1.06222	0	3.66519
0.590641	-0.0935971	0.13658	0.219366	-0.1	0.15	0.2	-3.31313	-2.96706	-0.523599	1.07298	0	3.66519
0.600405	-0.0943398	0.137608	0.21779	-0.1	0.15	0.2	-3.30943	-2.96706	-0.523599	1.08521	0	3.66519
0.610161	-0.0949052	0.138416	0.216554	-0.1	0.15	0.2	-3.30627	-2.96706	-0.523599	1.09482	0	3.66519
0.620919	-0.0953244	0.139031	0.215614	-0.1	0.15	0.2	-3.30374	-2.96706	-0.523599	1.10213	0	3.66519
0.63067	-0.0956679	0.139547	0.214828	-0.1	0.15	0.2	-3.30153	-2.96706	-0.523599	1.10824	0	3.66519
0.640073	-0.0962085	0.140385	0.213557	-0.1	0.15	0.2	-3.2978	-2.96706	-0.523599	1.11814	0	3.66519
0.650024	-0.0967677	0.141292	0.21219	-0.1	0.15	0.2	-3.29358	-2.96706	-0.523599	1.12875	0	3.66519
0.660972	-0.0968417	0.141415	0.212005	-0.1	0.15	0.2	-3.293	-2.96706	-0.523599	1.13019	0	3.66519
0.670695	-0.0974455	0.142461	0.210444	-0.1	0.15	0.2	-3.2879	-2.96706	-0.523599	1.14228	0	3.66519
0.680653	-0.0975654	0.142678	0.210123	-0.1	0.15	0.2	-3.28682	-2.96706	-0.523599	1.14477	0	3.66519
0.69011	-0.097948	0.143396	0.209066	-0.1	0.15	0.2	-3.2832	-2.96706	-0.523599	1.15292	0	3.66519
0.700029	-0.0982112	0.143917	0.208307	-0.1	0.15	0.2	-3.28054	-2.96706	-0.523599	1.15876	0	3.66519
0.710092	-0.0984447	0.144401	0.207607	-0.1	0.15	0.2	-3.27804	-2.96706	-0.523599	1.16414	0	3.66519
0.723801	-0.0985972	0.144732	0.207132	-0.1	0.15	0.2	-3.27632	-2.96706	-0.523599	1.16779	0	3.66519
0.73113	-0.0986858	0.14493	0.206849	-0.1	0.15	0.2	-3.27529	-2.96706	-0.523599	1.16995	0	3.66519
0.740376	-0.0988637	0.145342	0.206264	-0.1	0.15	0.2	-3.27313	-2.96706	-0.523599	1.17443	0	3.66519
0.750201	-0.099085	0.145889	0.205497	-0.1	0.15	0.2	-3.27026	-2.96706	-0.523599	1.18028	0	3.66519
0.760026	-0.0991577	0.146078	0.205233	-0.1	0.15	0.2	-3.26926	-2.96706	-0.523599	1.18229	0	3.66519
0.770612	-0.0992882	0.146434	0.204741	-0.1	0.15	0.2	-3.26738	-2.96706	-0.523599	1.18603	0	3.66519
0.780072	-0.0993648	0.146655	0.204438	-0.1	0.15	0.2	-3.26622	-2.96706	-0.523599	1.18833	0	3.66519
0.790156	-0.0994587	0.146938	0.204051	-0.1	0.15	0.2	-3.26472	-2.96706	-0.523599	1.19127	0	3.66519
0.800359	-0.099554	0.147244	0.203636	-0.1	0.15	0.2	-3.2631	-2.96706	-0.523599	1.1944	0	3.66519
0.811698	-0.0995989	0.147397	0.20343	-0.1	0.15	0.2	-3.26229	-2.96706	-0.523599	1.19596	0	3.66519
0.820135	-0.0996673	0.147641	0.203103	-0.1	0.15	0.2	-3.261	-2.96706	-0.523599	1.19843	0	3.66519
0.830003	-0.0997118	0.14781	0.202878	-0.1	0.15	0.2	-3.2601	-2.96706	-0.523599	1.20013	0	3.66519
0.840636	-0.0997473	0.147951	0.202691	-0.1	0.15	0.2	-3.25935	-2.96706	-0.523599	1.20154	0	3.66519
0.850394	-0.0997969	0.148162	0.202412	-0.1	0.15	0.2	-3.25823	-2.96706	-0.523599	1.20364	0	3.66519
0.860283	-0.0998204	0.148266	0.202274	-0.1	0.15	0.2	-3.25768	-2.96706	-0.523599	1.20468	0	3.66519
0.870193	-0.0998554	0.148433	0.202055	-0.1	0.15	0.2	-3.25679	-2.96706	-0.523599	1.20633	0	3.66519
0.880034	-0.0998826	0.148573	0.201873	-0.1	0.15	0.2	-3.25604	-2.96706	-0.523599	1.2077	0	3.66519
0.890441	-0.0999018	0.148678	0.201735	-0.1	0.15	0.2	-3.25548	-2.96706	-0.523599	1.20873	0	3.66519
0.900214	-0.0999221	0.148797	0.20158	-0.1	0.15	0.2	-3.25484	-2.96706	-0.523599	1.20989	0	3.66519
0.910079	-0.0999377	0.148896	0.201452	-0.1	0.15	0.2	-3.25431	-2.96706	-0.523599	1.21085	0	3.66519
0.922719	-0.0999549	0.149013	0.2013	-0.1	0.15	0.2	-3.25368	-2.96706	-0.523599	1.21199	0	3.66519
0.930035	-0.0999627	0.149071	0.201225	-0.1	0.15	0.2	-3.25336	-2.96706	-0.523599	1.21255	0	3.66519
0.941268	-0.0999708	0.149133	0.201144	-0.1	0.15	0.2	-3.25302	-2.96706	-0.523599	1.21315	0	3.66519
0.95023	-0.0999801	0.149212	0.201041	-0.1	0.15	0.2	-3.25259	-2.96706	-0.523599	1.21392	0	3.66519
0.96077	-0.099986	0.149266	0.200973	-0.1	0.15	0.2	-3.2523	-2.96706	-0.523599	1.21443	0	3.66519
0.970535	-0.0999932	0.149339	0.200878	-0.1	0.15	0.2	-3.25189	-2.96706	-0.523599	1.21514	0	3.66519
0.980277	-0.099999	0.149405	0.200793	-0.1	0.15	0.2	-3.25153	-2.96706	-0.523599	1.21578	0	3.66519
0.992025	-0.100003	0.149455	0.200728	-0.1	0.15	0.2	-3.25125	-2.96706	-0.523599	1.21627	0	3.66519
1.00012	-0.100006	0.149502	0.200668	-0.1	0.15	0.2	-3.25099	-2.96706	-0.523599	1.21671	0	3.66519
1.01058	-0.100009	0.14954	0.200618	-0.1	0.15	0.2	-3.25077	-2.96706	-0.523599	1.21708	0	3.66519
1.02286	-0.10001	0.149563	0.200587	-0.1	0.15	0.2	-3.25064	-2.96706	-0.523599	1.21731	0	3.66519
1.03012	-0.100012	0.149614	0.200521	-0.1	0.15	0.2	-3.25034	-2.96706	-0.523599	1.21781	0	3.66519
1.04183	-0.100013	0.149641	0.200486	-0.1	0.15	0.2	-3.25019	-2.96706	-0.523599	1.21806	0	3.66519
1.05062	-0.100014	0.149677	0.200439	-0.1	0.15	0.2	-3.24998	-2.96706	-0.523599	1.21842	0	3.66519
1.06038	-0.100015	0.149707	0.200399	-0.1	0.15	0.2	-3.2498	-2.96706	-0.523599	1.21871	0	3.66519
1.07061	-0.100015	0.149718	0.200386	-0.1	0.15	0.2	-3.24974	-2.96706	-0.523599	1.21882	0	3.66519
1.08006	-0.100016	0.149749	0.200345	-0.1	0.15	0.2	-3.24956	-2.96706	-0.523599	1.21912	0	3.66519
1.09025	-0.100016	0.149775	0.200311	-0.1	0.15	0.2	-3.2494	-2.96706	-0.523599	1.21937	0	3.66519
1.10005	-0.100015	0.149796	0.200283	-0.1	0.15	0.2	-3.24927	-2.96706	-0.523599	1.21958	0	3.66519
1.11354	-0.100015	0.149803	0.200273	-0.1	0.15	0.2	-3.24923	-2.96706	-0.523599	1.21965	0	3.66519
1.12007	-0.100015	0.149815	0.200257	-0.1	0.15	0.2	-3.24916	-2.96706	-0.523599	1.21977	0	3.66519
1.13001	-0.100015	0.149844	0.200218	-0.1	0.15	0.2	-3.24897	-2.96706	-0.523599	1.22006	0	3.66519
1.14109	-0.100014	0.149851	0.200209	-0.1	0.15	0.2	-3.24893	-2.96706	-0.523599	1.22013	0	3.66519
1.15003	-0.100014	0.149865	0.20019	-0.1	0.15	0.2	-3.24884	-2.96706	-0.523599	1.22027	0	3.66519
1.16004	-0.100013	0.14988	0.20017	-0.1	0.15	0.2	-3.24874	-2.96706	-0.523599	1.22043	0	3.66519
1.17011	-0.100013	0.149891	0.200155	-0.1	0.15	0.2	-3.24867	-2.96706	-0.523599	1.22054	0	3.66519
1.18007	-0.100012	0.1499	0.200143	-0.1	0.15	0.2	-3.24861	-2.96706	-0.523599	1.22063	0	3.66519
